sample name	collection date	geographic location (latitude and longitude)	elevation, meters	depth, meters	soil horizon	temperature	collection time, GMT	sample collection device	pH	sample linkage	mean annual precipitation	mean annual temperature	geographic location (country and/or sea,region)	broad-scale environmental context	local environmental context	ecosystem_type	ecosystem_subtype	NCBI Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID	GOLD Analysis Project Type	GOLD Study ID	Genome Size  * assembled	Gene Count  * assembled	MetaBAT Bin Count  * assembled	dnaSampleID
OSBS_026-M-20230712-COMP	2023-07-12	29.693584 -81.992056	42.8	0 - 0.315	M horizon	26.3 degree Celsius	13:57:00	auger	5.481426396	composite: OSBS_026-M-39-20230712,OSBS_026-M-41-20230712,OSBS_026-M-23-20230712	1302 mm	20.9 Cel	USA: FL, Putnam County	subtropical coniferous forest biome [ENVO:01000209]	area of evergreen forest [ENVO:01000843]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Ordway-Swisher Biological Station NEON Field site, Putman County, Florida, USA - OSBS_026-M-20230712-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079546	Metagenome Analysis	Gs0166454	906815612	1559953	3	OSBS_026-M-20230712-COMP-DNA1
OSBS_031-M-20230712-COMP	2023-07-12	29.688969 -81.991102	43.8	0 - 0.31	M horizon	26.7 degree Celsius	15:28:00	auger	4.923051001	composite: OSBS_031-M-41-20230712,OSBS_031-M-39-20230712,OSBS_031-M-21-20230712	1302 mm	20.9 Cel	USA: FL, Putnam County	subtropical coniferous forest biome [ENVO:01000209]	area of evergreen forest [ENVO:01000843]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Ordway-Swisher Biological Station NEON Field site, Putman County, Florida, USA - OSBS_031-M-20230712-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300080033	Metagenome Analysis	Gs0166454	2399123408	4039128	16	OSBS_031-M-20230712-COMP-DNA1
OSBS_063-M-20230712-COMP	2023-07-12	29.687219 -81.969684	39.2	0 - 0.305	M horizon	26.4 degree Celsius	13:03:00	auger	5.474762358	composite: OSBS_063-M-23-20230712,OSBS_063-M-21-20230712,OSBS_063-M-41-20230712	1302 mm	20.9 Cel	USA: FL, Putnam County	mixed forest biome [ENVO:01000198]	mixed forest [ENVO:01000431]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Ordway-Swisher Biological Station NEON Field site, Putman County, Florida, USA - OSBS_063-M-20230712-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079541	Metagenome Analysis	Gs0166454	936919561	1565131	7	OSBS_063-M-20230712-COMP-DNA1
PUUM_004-O-20230111-COMP	2023-01-12	19.557778 -155.230067	1100.7	0 - 0.125	O horizon	14.3 degree Celsius	00:01:00	brownie cutter	5.621632104	composite: PUUM_004-O-39-20230111,PUUM_004-O-21-20230111,PUUM_004-O-41-20230111	2657 mm	12.7 Cel	USA: HI, Hawaii County	subtropical coniferous forest biome [ENVO:01000209]	area of evergreen forest [ENVO:01000843]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Pu'u Maka'ala Natural Area Reserve NEON Field site, Mountain View, Hawaii, USA - PUUM_004-O-20230111-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079545	Metagenome Analysis	Gs0166454	1955641622	3236618	15	PUUM_004-O-20230111-COMP-DNA1
PUUM_006-O-20230109-COMP	2023-01-10	19.578312 -155.318129	1662.7	0 - 0.15	O horizon	10.6 degree Celsius	00:56:00	brownie cutter	4.820335219	composite: PUUM_006-O-39-20230109,PUUM_006-O-41-20230109,PUUM_006-O-23-20230109	2657 mm	12.7 Cel	USA: HI, Hawaii County	subtropical coniferous forest biome [ENVO:01000209]	area of evergreen forest [ENVO:01000843]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Pu'u Maka'ala Natural Area Reserve NEON Field site, Mountain View, Hawaii, USA - PUUM_006-O-20230109-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079690	Metagenome Analysis	Gs0166454	3195277539	5228559	31	PUUM_006-O-20230109-COMP-DNA1
PUUM_007-O-20230111-COMP	2023-01-11	19.554243 -155.228851	1099.5	0 - 0.068	O horizon	12.9 degree Celsius	21:29:00	brownie cutter	5.655955832	composite: PUUM_007-O-23-20230111,PUUM_007-O-39-20230111,PUUM_007-O-21-20230111	2657 mm	12.7 Cel	USA: HI, Hawaii County	subtropical coniferous forest biome [ENVO:01000209]	area of evergreen forest [ENVO:01000843]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Pu'u Maka'ala Natural Area Reserve NEON Field site, Mountain View, Hawaii, USA - PUUM_007-O-20230111-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079559	Metagenome Analysis	Gs0166454	1877323000	2992799	24	PUUM_007-O-20230111-COMP-DNA1
PUUM_010-O-20230109-COMP	2023-01-09	19.564817 -155.313626	1651.9	0 - 0.138	O horizon	9 degree Celsius	21:36:00	brownie cutter	5.175731692	composite: PUUM_010-O-39-20230109,PUUM_010-O-23-20230109,PUUM_010-O-41-20230109	2657 mm	12.7 Cel	USA: HI, Hawaii County	subtropical coniferous forest biome [ENVO:01000209]	area of evergreen forest [ENVO:01000843]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Pu'u Maka'ala Natural Area Reserve NEON Field site, Mountain View, Hawaii, USA - PUUM_010-O-20230109-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079526	Metagenome Analysis	Gs0166454	1875103378	3074196	32	PUUM_010-O-20230109-COMP-DNA1
PUUM_014-O-20230109-COMP	2023-01-10	19.587494 -155.339669	1763.9	0 - 0.131	O horizon	10.1 degree Celsius	02:37:00	brownie cutter	5.278447943	composite: PUUM_014-O-41-20230109,PUUM_014-O-21-20230109,PUUM_014-O-39-20230109	2657 mm	12.7 Cel	USA: HI, Hawaii County	subtropical coniferous forest biome [ENVO:01000209]	area of evergreen forest [ENVO:01000843]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Pu'u Maka'ala Natural Area Reserve NEON Field site, Mountain View, Hawaii, USA - PUUM_014-O-20230109-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079533	Metagenome Analysis	Gs0166454	1801671246	2961417	19	PUUM_014-O-20230109-COMP-DNA1
PUUM_015-O-20230111-COMP	2023-01-11	19.561039 -155.249535	1207.5	0 - 0.086	O horizon	12.2 degree Celsius	19:50:00	brownie cutter	4.766950412	composite: PUUM_015-O-23-20230111,PUUM_015-O-41-20230111,PUUM_015-O-39-20230111	2657 mm	12.7 Cel	USA: HI, Hawaii County	subtropical coniferous forest biome [ENVO:01000209]	area of evergreen forest [ENVO:01000843]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Pu'u Maka'ala Natural Area Reserve NEON Field site, Mountain View, Hawaii, USA - PUUM_015-O-20230111-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079430	Metagenome Analysis	Gs0166454	1150198265	1932861	12	PUUM_015-O-20230111-COMP-DNA1
PUUM_034-O-20230110-COMP	2023-01-10	19.549124 -155.312265	1646.6	0 - 0.142	O horizon	8.6 degree Celsius	21:45:00	brownie cutter	4.286789192	composite: PUUM_034-O-21-20230110,PUUM_034-O-39-20230110,PUUM_034-O-41-20230110	2657 mm	12.7 Cel	USA: HI, Hawaii County	subtropical coniferous forest biome [ENVO:01000209]	area of evergreen forest [ENVO:01000843]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Pu'u Maka'ala Natural Area Reserve NEON Field site, Mountain View, Hawaii, USA - PUUM_034-O-20230110-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300080028	Metagenome Analysis	Gs0166454	4397526445	6638497	83	PUUM_034-O-20230110-COMP-DNA1
PUUM_036-O-20230109-COMP	2023-01-09	19.554406 -155.323212	1747.9	0 - 0.31	O horizon	9.4 degree Celsius	20:30:00	brownie cutter	5.083950585	composite: PUUM_036-O-39-20230109,PUUM_036-O-23-20230109,PUUM_036-O-21-20230109	2657 mm	12.7 Cel	USA: HI, Hawaii County	subtropical coniferous forest biome [ENVO:01000209]	area of evergreen forest [ENVO:01000843]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Pu'u Maka'ala Natural Area Reserve NEON Field site, Mountain View, Hawaii, USA - PUUM_036-O-20230109-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079532	Metagenome Analysis	Gs0166454	1255853406	2104917	13	PUUM_036-O-20230109-COMP-DNA1
PUUM_040-O-20230110-COMP	2023-01-11	19.552827 -155.319745	1723.1	0 - 0.117	O horizon	10.3 degree Celsius	01:12:00	brownie cutter	4.385819894	composite: PUUM_040-O-23-20230110,PUUM_040-O-39-20230110,PUUM_040-O-41-20230110	2657 mm	12.7 Cel	USA: HI, Hawaii County	subtropical coniferous forest biome [ENVO:01000209]	area of evergreen forest [ENVO:01000843]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Pu'u Maka'ala Natural Area Reserve NEON Field site, Mountain View, Hawaii, USA - PUUM_040-O-20230110-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079560	Metagenome Analysis	Gs0166454	2930874004	4364514	80	PUUM_040-O-20230110-COMP-DNA1
PUUM_042-O-20230109-COMP	2023-01-10	19.553912 -155.321175	1733.7	0 - 0.15	O horizon	9.5 degree Celsius	00:28:00	brownie cutter	4.451371932	composite: PUUM_042-O-39-20230109,PUUM_042-O-23-20230109,PUUM_042-O-21-20230109	2657 mm	12.7 Cel	USA: HI, Hawaii County	subtropical coniferous forest biome [ENVO:01000209]	area of evergreen forest [ENVO:01000843]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Pu'u Maka'ala Natural Area Reserve NEON Field site, Mountain View, Hawaii, USA - PUUM_042-O-20230109-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079548	Metagenome Analysis	Gs0166454	3141756066	4857731	39	PUUM_042-O-20230109-COMP-DNA1
SJER_001-M-20200226-COMP	2020-02-26	37.106602 -119.72024	399.4	0 - 0.15	M horizon	11 degree Celsius	16:39:00	trowel	6.089413174	composite: SJER_001-M-4-26.5-20200226,SJER_001-M-23-33.5-20200226,SJER_001-M-27.5-9.5-20200226	540 mm	16.4 Cel	USA: CA, Madera County	temperate grassland biome [ENVO:01000193]	temperate grassland [ENVO:01001811]	Soil	Grasslands	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_001-M-20200226-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082512	Metagenome Analysis	Gs0166454	974040215	1736452	0	SJER_001-M-20200226-COMP-DNA1
SJER_002-M-20200226-COMP	2020-02-26	37.082813 -119.743324	349.3	0 - 0.15	M horizon	15.5 degree Celsius	19:41:00	trowel	6.412622336	composite: SJER_002-M-14-1.5-20200226,SJER_002-M-39.5-22.5-20200226,SJER_002-M-5-20.5-20200226	540 mm	16.4 Cel	USA: CA, Madera County	temperate grassland biome [ENVO:01000193]	temperate grassland [ENVO:01001811]	Soil	Grasslands	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_002-M-20200226-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082191	Metagenome Analysis	Gs0166454	1506702061	2729295	0	SJER_002-M-20200226-COMP-DNA1
SJER_045-M-20230227-COMP	2023-02-27	37.112827 -119.731615	412.9	0 - 0.29	M horizon	8 degree Celsius	19:52:00	auger	6.704255966	composite: SJER_045-M-23-20230227,SJER_045-M-39-20230227,SJER_045-M-41-20230227	540 mm	16.4 Cel	USA: CA, Madera County	temperate coniferous forest biome [ENVO:01000211]	temperate evergreen needleleaf forest [ENVO:01000383]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_045-M-20230227-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300080029	Metagenome Analysis	Gs0166454	1204123583	2193936	7	SJER_045-M-20230227-COMP-DNA1
SJER_046-M-20230227-COMP	2023-02-27	37.111276 -119.728168	431.8	0 - 0.31	M horizon	8.1 degree Celsius	17:55:00	auger	6.604850799	composite: SJER_046-M-21-20230227,SJER_046-M-23-20230227,SJER_046-M-39-20230227	540 mm	16.4 Cel	USA: CA, Madera County	temperate coniferous forest biome [ENVO:01000211]	temperate evergreen needleleaf forest [ENVO:01000383]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_046-M-20230227-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300080030	Metagenome Analysis	Gs0166454	1370560364	2535905	5	SJER_046-M-20230227-COMP-DNA1
SJER_047-M-20230228-COMP	2023-02-28	37.101658 -119.734564	377.3	0 - 0.3	M horizon	8.4 degree Celsius	20:01:00	auger	6.361362103	composite: SJER_047-M-41-20230228,SJER_047-M-39-20230228,SJER_047-M-21-20230228	540 mm	16.4 Cel	USA: CA, Madera County	temperate coniferous forest biome [ENVO:01000211]	temperate evergreen needleleaf forest [ENVO:01000383]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_047-M-20230228-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082353	Metagenome Analysis	Gs0166454	2118416222	3839780	0	SJER_047-M-20230228-COMP-DNA1
SJER_048-M-20230228-COMP	2023-02-28	37.110011 -119.735218	381.8	0 - 0.32	M horizon	8.3 degree Celsius	21:49:00	auger	6.647254344	composite: SJER_048-M-39-20230228,SJER_048-M-23-20230228,SJER_048-M-21-20230228	540 mm	16.4 Cel	USA: CA, Madera County	temperate coniferous forest biome [ENVO:01000211]	temperate evergreen needleleaf forest [ENVO:01000383]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_048-M-20230228-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079540	Metagenome Analysis	Gs0166454	790972791	1330907	18	SJER_048-M-20230228-COMP-DNA1
UKFS_001-M-20230704-COMP	2023-07-04	39.037623 -95.196953	311.5	0 - 0.32	M horizon	21 degree Celsius	22:22:00	auger	7.335534046	composite: UKFS_001-M-39-20230704,UKFS_001-M-41-20230704,UKFS_001-M-23-20230704	990 mm	12.7 Cel	USA: KS, Jefferson County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from University of Kansas Field Station NEON Field site, Lawrence, Kansas, USA - UKFS_001-M-20230704-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079692	Metagenome Analysis	Gs0166454	2190346778	3717835	13	UKFS_001-M-20230704-COMP-DNA1
UKFS_002-M-20230704-COMP	2023-07-04	39.046329 -95.208663	313.6	0 - 0.29	M horizon	21 degree Celsius	15:53:00	auger	6.751274724	composite: UKFS_002-M-21-20230704,UKFS_002-M-23-20230704,UKFS_002-M-41-20230704	990 mm	12.7 Cel	USA: KS, Jefferson County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from University of Kansas Field Station NEON Field site, Lawrence, Kansas, USA - UKFS_002-M-20230704-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082216	Metagenome Analysis	Gs0166454	2634877036	4583208	0	UKFS_002-M-20230704-COMP-DNA1
UKFS_003-M-20230703-COMP	2023-07-03	39.052642 -95.188064	325.8	0 - 0.3	M horizon	21.4 degree Celsius	19:32:00	auger	5.877356702	composite: UKFS_003-M-23-20230703,UKFS_003-M-21-20230703,UKFS_003-M-41-20230703	990 mm	12.7 Cel	USA: KS, Jefferson County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from University of Kansas Field Station NEON Field site, Lawrence, Kansas, USA - UKFS_003-M-20230703-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079525	Metagenome Analysis	Gs0166454	541081209	971836	2	UKFS_003-M-20230703-COMP-DNA1
UKFS_004-M-20230705-COMP	2023-07-05	39.043184 -95.202721	320.7	0 - 0.29	M horizon	21.9 degree Celsius	21:28:00	auger	5.996079195	composite: UKFS_004-M-39-20230705,UKFS_004-M-21-20230705,UKFS_004-M-23-20230705	990 mm	12.7 Cel	USA: KS, Jefferson County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from University of Kansas Field Station NEON Field site, Lawrence, Kansas, USA - UKFS_004-M-20230705-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079561	Metagenome Analysis	Gs0166454	1436533179	2468368	10	UKFS_004-M-20230705-COMP-DNA1
UKFS_005-M-20230703-COMP	2023-07-03	39.054509 -95.204735	318.2	0 - 0.26	M horizon	19.4 degree Celsius	16:40:00	auger	5.116810761	composite: UKFS_005-M-23-20230703,UKFS_005-M-41-20230703,UKFS_005-M-21-20230703	990 mm	12.7 Cel	USA: KS, Jefferson County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from University of Kansas Field Station NEON Field site, Lawrence, Kansas, USA - UKFS_005-M-20230703-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300080098	Metagenome Analysis	Gs0166454	2195943848	3836337	7	UKFS_005-M-20230703-COMP-DNA1
UKFS_009-M-20230705-COMP	2023-07-05	39.045354 -95.201392	324	0 - 0.3	M horizon	23.5 degree Celsius	17:45:00	auger	5.895586948	composite: UKFS_009-M-41-20230705,UKFS_009-M-21-20230705,UKFS_009-M-39-20230705	990 mm	12.7 Cel	USA: KS, Jefferson County	temperate grassland biome [ENVO:01000193]	temperate grassland [ENVO:01001811]	Soil	Grasslands	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from University of Kansas Field Station NEON Field site, Lawrence, Kansas, USA - UKFS_009-M-20230705-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079549	Metagenome Analysis	Gs0166454	2550427995	3814321	46	UKFS_009-M-20230705-COMP-DNA1
UKFS_031-M-20230703-COMP	2023-07-03	39.036615 -95.192035	282.4	0 - 0.36	M horizon	19.3 degree Celsius	17:36:00	auger	6.59985907	composite: UKFS_031-M-21-20230703,UKFS_031-M-41-20230703,UKFS_031-M-23-20230703	990 mm	12.7 Cel	USA: KS, Jefferson County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from University of Kansas Field Station NEON Field site, Lawrence, Kansas, USA - UKFS_031-M-20230703-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300080038	Metagenome Analysis	Gs0166454	1920386489	3417793	11	UKFS_031-M-20230703-COMP-DNA1
