"","accession","checkm2_completeness","checkm2_contamination","checkm_completeness","checkm_contamination","gc_percentage","genome_size","gtdb_representative","gtdb_taxonomy","Domain","Phylum","Class","Order","Family","Genus","Species","ncbi_assembly_level","ncbi_country","ncbi_genbank_assembly_accession","ncbi_genome_category","ncbi_isolation_source","ncbi_refseq_category","ncbi_species_taxid","ncbi_taxid","Oxygen.tolerance","Oxygen2"
"5251","RS_GCF_900445255.1",96.81,3.36,99.71,4.71,40.6900242023265,3005083,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Succinivibrionaceae;Anaerobiospirillum_A;Anaerobiospirillum_A thomasii","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Succinivibrionaceae","Anaerobiospirillum_A","Anaerobiospirillum_A thomasii","Contig","none","GCA_900445255.1","none","none","representative genome",179995,179995,"anaerobe","anaerobic"
"5252","RS_GCF_002162375.1",100,0.33,99.25,1.47,47.7966404050864,6379281,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Oleiphilaceae;Oleiphilus;Oleiphilus messinensis","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Oleiphilus","Oleiphilus messinensis","Complete Genome","Italy: Messina harbour","GCA_002162375.1","none","water/sediment","representative genome",141451,141451,"obligate aerobe","aerobic"
"5253","RS_GCF_000960975.1",100,1.05,99.22,0,62.1373518440905,4817335,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Martelella;Martelella endophytica","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Martelella","Martelella endophytica","Complete Genome","Korea: Namhae Island","GCA_000960975.1","none","none","representative genome",1486262,1486262,"aerobe","aerobic"
"5254","RS_GCF_014651895.1",99.94,0.01,99.31,0.04,63.6484944381207,3457015,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Rhodanobacter;Rhodanobacter panaciterrae","Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter","Rhodanobacter panaciterrae","Contig","none","GCA_014651895.1","none","none","representative genome",490572,490572,"aerobe","aerobic"
"5255","RS_GCF_014646215.1",99,0.43,99.04,1.06,73.9721635237527,4937361,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Nakamurellaceae;Nakamurella;Nakamurella endophytica","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Nakamurellaceae","Nakamurella","Nakamurella endophytica","Scaffold","none","GCA_014646215.1","none","none","representative genome",1748367,1748367,"aerobe","aerobic"
"5256","RS_GCF_000213555.1",99.96,0.09,100,0.55,39.6072392636849,5176087,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas;Dysgonomonas gadei","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas","Dysgonomonas gadei","Scaffold","none","GCA_000213555.1","none","biological product [ENVO:02000043]","representative genome",156974,742766,"anaerobe","anaerobic"
"5257","RS_GCF_003515705.1",100,0.08,99.33,1.78,37.6241241312462,4778684,TRUE,"Bacteria;Bacillota;Bacilli;Bacillales_D;Amphibacillaceae;Oceanobacillus;Oceanobacillus profundus","Bacteria","Bacillota","Bacilli","Bacillales_D","Amphibacillaceae","Oceanobacillus","Oceanobacillus profundus","Contig","South Korea","GCA_003515705.1","none","deep sea sediment","representative genome",372463,372463,"aerobe","aerobic"
"5258","RS_GCF_004016505.1",100,0.1,98.91,0.93,70.0450467813787,4929098,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Rubrivivax;Rubrivivax rivuli","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Rubrivivax","Rubrivivax rivuli","Contig","Taiwan","GCA_004016505.1","none","water","representative genome",1862385,1862385,"aerobe","aerobic"
"5259","RS_GCF_000258495.1",99.89,3.06,97.13,0.65,38.0088420789758,5141552,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter agri","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Pedobacter agri","Contig","South Korea: Daejeon","GCA_000258495.1","none","soil","na",454586,1149865,"aerobe","aerobic"
"5260","RS_GCF_011189575.1",100,0.88,100,0,42.259597407708,4899918,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Photorhabdus;Photorhabdus cinerea","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Photorhabdus","Photorhabdus cinerea","Scaffold","Hungary: Asotthalom","GCA_011189575.1","none","intestines","representative genome",471575,471575,"aerobe","aerobic"
"5261","RS_GCF_026089295.1",99.92,0.17,100,0,27.0976697706842,2481730,TRUE,"Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium simiae","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium simiae","Contig","none","GCA_026089295.1","none","dental plaque","representative genome",855,855,"anaerobe","anaerobic"
"5262","RS_GCF_007860105.1",97.63,2.03,97.51,0,56.5435683329098,7177699,TRUE,"Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Rhodopirellula;Rhodopirellula heiligendammensis","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Rhodopirellula","Rhodopirellula heiligendammensis","Scaffold","Germany: Heiligendamm","GCA_007860105.1","none","polyethylene from seawater","representative genome",2714739,2714739,"aerobe","aerobic"
"5263","RS_GCF_003363015.1",99.99,0.14,99.82,0.37,56.0322614735555,4931017,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacillus;Enterobacillus tribolii","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacillus","Enterobacillus tribolii","Scaffold","none","GCA_003363015.1","none","none","representative genome",1487935,1487935,"aerobe","aerobic"
"5264","RS_GCF_003259525.1",99.99,0.08,99.67,0,32.2434891153636,2958257,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Olleya;Olleya aquimaris","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Olleya","Olleya aquimaris","Scaffold","none","GCA_003259525.1","none","none","representative genome",639310,639310,"aerobe","aerobic"
"5265","RS_GCF_900110425.1",100,0.06,99.3,0.45,63.2171494395515,4088599,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Salinihabitans;Salinihabitans flavidus","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Salinihabitans","Salinihabitans flavidus","Scaffold","none","GCA_900110425.1","none","none","representative genome",569882,569882,"aerobe","aerobic"
"5266","RS_GCF_016107575.1",99.94,0.09,99.44,0.27,43.635853798093,3081191,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;Psychrobacter faecalis","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","Psychrobacter faecalis","Contig","Germany","GCA_016107575.1","none","Bioaerosol","na",180588,180588,"obligate aerobe","aerobic"
"5267","RS_GCF_023283925.1",100,0.08,99.76,0,49.9331803801021,4319839,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Shewanellaceae;Shewanella;Shewanella marisflavi","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Shewanellaceae","Shewanella","Shewanella marisflavi","Contig","South Korea: Yellow Sea","GCA_023283925.1","none","seawater","na",260364,260364,"anaerobe","anaerobic"
"5268","RS_GCF_900108335.1",100,6.44,98.84,2.67,70.3845431407225,13236837,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Nonomuraea;Nonomuraea solani","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Streptosporangiaceae","Nonomuraea","Nonomuraea solani","Scaffold","none","GCA_900108335.1","none","none","representative genome",1144553,1144553,"aerobe","aerobic"
"5269","RS_GCF_004348995.1",100,1.16,99.47,2.59,71.0307830496179,9687995,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Nonomuraea;Nonomuraea terrae","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Streptosporangiaceae","Nonomuraea","Nonomuraea terrae","Contig","Turkey: Malatya","GCA_004348995.1","none","soil","representative genome",2530383,2530383,"aerobe","aerobic"
"5270","RS_GCF_024756255.1",100,0.16,99.92,0.16,66.0645454195057,5162969,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Telluria;Telluria agilis","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Telluria","Telluria agilis","Contig","South Korea: Kyonggi University; Suwon","GCA_024756255.1","none","forest soil","representative genome",1811226,1811226,"aerobe","aerobic"
"5271","RS_GCF_000772955.1",99.98,0.97,99.34,0.22,38.7389365440445,4017054,TRUE,"Bacteria;Bacillota;Bacilli;Bacillales_A;Planococcaceae;Ureibacillus;Ureibacillus sinduriensis","Bacteria","Bacillota","Bacilli","Bacillales_A","Planococcaceae","Ureibacillus","Ureibacillus sinduriensis","Contig","South Korea","GCA_000772955.1","none","samples of tidal flat sediment from the Yellow Sea","na",561440,1384057,"aerobe","aerobic"
"5272","RS_GCF_014332695.1",100,0.18,100,1.23,47.4348667572841,4609928,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavihumibacter;Flavihumibacter stibioxidans","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavihumibacter","Flavihumibacter stibioxidans","Scaffold","China: Hunan province","GCA_014332695.1","none","Lengshuijiang antimony mine","representative genome",1834163,1834163,"aerobe","aerobic"
"5273","RS_GCF_000425465.1",99.99,0.06,99.29,0,33.8225618387967,3192093,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium filum","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium filum","Scaffold","South Korea","GCA_000425465.1","none","none","representative genome",370974,1121889,"aerobe","aerobic"
"5274","RS_GCF_009733795.1",99.99,0.35,100,0.19,73.3889213641127,4001341,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Beutenbergiaceae;Pseudactinotalea;Pseudactinotalea caeni","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Beutenbergiaceae","Pseudactinotalea","Pseudactinotalea caeni","Contig","South Korea","GCA_009733795.1","none","biofilm reactor","representative genome",1348467,1348467,"aerobe","aerobic"
"5275","RS_GCF_900107215.1",99.95,0.05,100,0,46.4503126342783,1967584,TRUE,"Bacteria;Synergistota;Synergistia;Synergistales;Acetomicrobiaceae;Acetomicrobium;Acetomicrobium thermoterrenum","Bacteria","Synergistota","Synergistia","Synergistales","Acetomicrobiaceae","Acetomicrobium","Acetomicrobium thermoterrenum","Scaffold","none","GCA_900107215.1","none","none","representative genome",1120986,1120987,"anaerobe","anaerobic"
"5276","RS_GCF_900112485.1",99.98,0.27,99.19,0.81,28.1131290092938,4080971,TRUE,"Bacteria;Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium uliginosum","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium uliginosum","Scaffold","none","GCA_900112485.1","none","none","representative genome",119641,119641,"anaerobe","anaerobic"
"5277","RS_GCF_014648295.1",100,0.03,99.34,0.31,42.5382109866216,4621349,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Shewanellaceae;Shewanella;Shewanella saliphila","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Shewanellaceae","Shewanella","Shewanella saliphila","Scaffold","none","GCA_014648295.1","none","none","representative genome",2282698,2282698,"aerobe","aerobic"
"5278","RS_GCF_009428905.1",99.62,6.29,99.37,2.58,55.7883108652683,3716015,TRUE,"Bacteria;Bacillota;Desulfotomaculia;Desulfotomaculales;Desulfovirgulaceae;Desulfofundulus_A;Desulfofundulus_A thermobenzoicus","Bacteria","Bacillota","Desulfotomaculia","Desulfotomaculales","Desulfovirgulaceae","Desulfofundulus_A","Desulfofundulus_A thermobenzoicus","Contig","Netherlands","GCA_009428905.1","none","methanogenic sludge","representative genome",29376,29376,"anaerobe","anaerobic"
"5279","RS_GCF_900156675.1",99.93,0.07,98.55,1.05,51.4267589143603,3859465,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;DSM-6294;Thalassolituus;Thalassolituus maritimus","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","DSM-6294","Thalassolituus","Thalassolituus maritimus","Scaffold","none","GCA_900156675.1","none","none","representative genome",484498,484498,"aerobe","aerobic"
"5280","RS_GCF_000622405.1",99.92,0.76,99.68,0.02,55.2291577864158,3540159,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter;Sulfitobacter donghicola","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sulfitobacter","Sulfitobacter donghicola","Contig","none","GCA_000622405.1","none","coastal seawater","representative genome",421000,1300350,"aerobe","aerobic"
"5281","RS_GCF_004331435.1",100,2.64,99.48,5.44,68.5247871420254,8891727,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Kribbellaceae;Kribbella;Kribbella sindirgiensis","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Kribbellaceae","Kribbella","Kribbella sindirgiensis","Contig","Turkey: Sindirgi; Caygoren Dam lakeside","GCA_004331435.1","none","Soil","representative genome",1124744,1124744,"aerobe","aerobic"
"5282","RS_GCF_900099905.1",100,0.01,99.59,1.98,62.2805904328307,6809960,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Mesorhizobium;Mesorhizobium muleiense","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium","Mesorhizobium muleiense","Scaffold","none","GCA_900099905.1","none","none","representative genome",1004279,1004279,"aerobe","aerobic"
"5283","RS_GCF_014199415.1",100,0.71,99.59,0.34,68.1977462849701,3605788,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas endophytica","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas endophytica","Scaffold","none","GCA_014199415.1","none","none","na",869719,869719,"aerobe","aerobic"
"5284","RS_GCF_000768705.1",100,0.34,100,0,68.3356144610707,3987063,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Dermatophilaceae;Knoellia;Knoellia sinensis","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Dermatophilaceae","Knoellia","Knoellia sinensis","Contig","China","GCA_000768705.1","none","cave","representative genome",136100,1385520,"aerobe","aerobic"
"5285","RS_GCF_000515255.1",99.01,0.19,99.57,1.74,65.9898326440082,4176524,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Kiloniellales;Rhodovibrionaceae;Rhodovibrio;Rhodovibrio salinarum","Bacteria","Pseudomonadota","Alphaproteobacteria","Kiloniellales","Rhodovibrionaceae","Rhodovibrio","Rhodovibrio salinarum","Scaffold","Portugal","GCA_000515255.1","none","not provided; submitted under MIGS 2.1","representative genome",1087,1089552,"aerobe","aerobic"
"5286","RS_GCF_008035925.1",99.99,2.39,98.75,0.29,59.2567174387539,9894293,TRUE,"Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Stieleria;Stieleria maiorica","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Stieleria","Stieleria maiorica","Chromosome","Spain: Mallorca; El Arenal","GCA_008035925.1","none","sediment","representative genome",2795974,2795974,"obligate aerobe","aerobic"
"5287","RS_GCF_000473145.1",100,2.14,99.65,0,64.3351307333866,4642596,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Leisingera;Leisingera daeponensis","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Leisingera","Leisingera daeponensis","Scaffold","South Korea","GCA_000473145.1","none","none","representative genome",405746,999547,"aerobe","aerobic"
"5288","RS_GCF_003254625.1",100,0.03,99.65,1.61,33.4731623327518,5483841,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium ginsenosidimutans","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium ginsenosidimutans","Contig","South Korea","GCA_003254625.1","none","soil","na",687844,687844,"aerobe","aerobic"
"5289","RS_GCF_001598455.1",100,0.03,99.23,2.3,64.814509914683,4482342,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas pruni","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas pruni","Contig","none","GCA_001598455.1","none","none","representative genome",40683,1219052,"obligate aerobe","aerobic"
"5290","RS_GCF_017876545.1",100,1.74,98.93,1.32,70.2677863246354,4869106,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Dermabacteraceae;Brachybacterium;Brachybacterium sacelli","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Dermabacteraceae","Brachybacterium","Brachybacterium sacelli","Contig","Austria","GCA_017876545.1","none","none","representative genome",173364,173364,"aerobe","aerobic"
"5291","RS_GCF_002078235.1",99.95,0.97,97.03,1.38,72.3264709214765,8097217,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces viridosporus","Bacteria","Actinomycetota","Actinomycetes","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces viridosporus","Scaffold","USA: Detroit","GCA_002078235.1","none","soil","na",67581,67581,"aerobe","aerobic"
"5292","RS_GCF_022899355.1",100,4.42,100,0.19,65.6194865349254,6874178,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Shinella;Shinella yambaruensis","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Shinella","Shinella yambaruensis","Scaffold","Japan","GCA_022899355.1","none","soil","na",415996,415996,"aerobe","aerobic"
"5293","RS_GCF_000374585.1",99.97,0.04,98.51,0.44,46.8596247017538,3619906,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola barnesiae","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola barnesiae","Scaffold","Japan","GCA_000374585.1","none","none","representative genome",376804,1121094,"anaerobe","anaerobic"
"5294","RS_GCF_003123725.1",98.44,0.22,99.13,0,61.0125757077196,3552643,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Corticimicrobacter;Corticimicrobacter populi","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Corticimicrobacter","Corticimicrobacter populi","Contig","China: Puyang City; Henan Province","GCA_003123725.1","none","bark","representative genome",2175229,2175229,"aerobe","aerobic"
