ID,designation_header,strain_number_header,is_type_strain_header,species,domain,Oxygen tolerance,Genome seq. accession number,Genome Sequence associated NCBI tax ID,Genome Sequence database
13388,"DVS-5a1, MTCC-4297","DSM 44749, MTCC 4297, JCM 12172, CIP 108584, DVS 5a1",1,Pseudonocardia antarctica,Bacteria,aerobe,2852158739,237656,img
,,,,,,obligate aerobe,,,
13369,580,"DSM 44247, IFO 16224, NBRC 16224, JCM 10410, CGMCC 4.1535, CIP 105685, IMSNU 22142, NCIMB 13544",1,Pseudonocardia asaccharolytica,Bacteria,obligate aerobe,2522572182,1123024,img
13324,"394, Kodai","DSM 535, ATCC 19727, CBS 466.68, DSM 40011, DSM 43210, IFO 12743, ISP 5011, KCC S-0348, NBRC 12743, RIA 1008, JCM 4348, BCRC 12444, CCM 2750, CECT 3301, CGMCC 4.1211, CGMCC 4.1297, CIP 107114, IMET 7646, IMSNU 11005, IMSNU 20050, KCTC 1816, KCTC 9564, KCTC 9574, NCIMB 9810, NRRL B-11275, VKM Ac-941",1,Pseudonocardia autotrophica,Bacteria,aerobe,2756170255,2074,img
,,,,,,obligate aerobe,2856823606,2074,img
,,,,,,,2856837300,2074,img
13386,SL-1,"DSM 44698, ATCC BAA-742, JCM 12679, NCIMB 14322",1,Pseudonocardia chloroethenivorans,Bacteria,aerobe,2734481963,1305626,img
,,,,,,obligate aerobe,,,
24447,KT2142,"DSM 45511, KCTC 29067, NRRL B-24882",1,Pseudonocardia cypriaca,Bacteria,aerobe,2818991232,882449,img
,,,,,,obligate aerobe,,,
13392,CB 1190,"DSM 44775, ATCC 55486, JCM 13855",1,Pseudonocardia dioxanivorans,Bacteria,aerobe,651053061,675635,img
,,,,,,obligate aerobe,,,
13397,,"DSM 44969, CCTCC AA 206026, KCTC 19150, YIM 56035, JCM 16220, BCRC 16906",1,Pseudonocardia endophytica,Bacteria,aerobe,2806310577,401976,img
,,,,,,obligate aerobe,,,
24449,"PM2084, 5NRRL B-24879","DSM 45671, KCTC 29068, NRRL B-24879",1,Pseudonocardia hierapolitana,Bacteria,aerobe,2818991474,1128676,img
,,,,,,obligate aerobe,,,
13402,04-St-002,"DSM 45256, CCM 7582, CCUG 56962, JCM 16609",1,Pseudonocardia parietis,Bacteria,aerobe,2918313847,570936,img
,,,,,,obligate aerobe,,,
13391,LM 141,"DSM 44797, IMSNU 50581, JCM 11935, KCTC 9991, NRRL B-24156, BCRC 16382, CIP 108013",1,Pseudonocardia spinosispora,Bacteria,aerobe,2524614769,1123025,img
,,,,,,obligate aerobe,,,
13395,K1,"DSM 44239, CIP 109050, CCUG 52126, JCM 14745",1,Pseudonocardia tetrahydrofuranoxydans,Bacteria,aerobe,2734481945,1303679,img
,,,,,,obligate aerobe,,,
130612,AZO-C,"DSM 29588, BCRC 17591, KCTC 22753, LMG 23705",1,Pseudooceanicola marinus,Bacteria,facultative anaerobe,2837368229,396013,img
13688,SS011B1-20,"DSM 18065, CGMCC 1.6293, LMG 23508, CIP 109530",1,Pseudooceanicola nanhaiensis,Bacteria,aerobe,2558309102,1122614,img
,,,,,,obligate aerobe,,,
130613,,"DSM 29619, CGMCC 1.7292, LMG 24663, JLT 1210",1,Pseudooceanicola nitratireducens,Bacteria,aerobe,2663762743,517719,img
,,,,,,,2687453758,517719,img
14095,113,"DSM 12145, CCUG 39354, CIP 105500, JCM 21818, LMG 10337, MCCC 1A06472, NBRC 100064, ATCC 51119, IAM 15374, LMG 9526, NCIMB 13643",1,Pseudopedobacter saltans,Bacteria,obligate aerobe,649633082,762903,img
13733,20188,"DSM 23566, CGMCC 1.6500, JCM 14644",1,Pseudophaeobacter arcticus,Bacteria,aerobe,2521172622,999550,img
,,,,,,obligate aerobe,,,
24494,306,"DSM 25627, CIP 110369, UBOCC 3187",1,Pseudophaeobacter leonis,Bacteria,aerobe,2791354898,1144477,img
,,,,,,obligate aerobe,,,
5452,DO-4,"DSM 3980, ATCC 23263, CCUG 52346, CIP 107831, JCM 6480, VPI 0416, KCTC 15024",1,Pseudoramibacter alactolyticus,Bacteria,anaerobe,649989993,887929,img
,,,,,,facultative anaerobe,,,
133859,ZS3-33,"CGMCC 1.10836, KCTC 23700",1,Pseudorhodobacter antarcticus,Bacteria,aerobe,2667527436,1077947,img
,,,,,,obligate aerobe,2772190751,1077947,img
133680,HDW-19,"KCTC 23043, CCUG 58879",1,Pseudorhodobacter aquimaris,Bacteria,aerobe,2751185709,687412,img
133867,WT-MW11,"KCTC 23672, CCUG 61506",1,Pseudorhodobacter wandonensis,Bacteria,aerobe,2751185710,1120568,img
,,,,,,obligate aerobe,,,
3030,TBEA3,"DSM 21634, LMG 24555",1,Pseudorhodoferax soli,Bacteria,aerobe,2770939619,545864,img
,,,,,,obligate aerobe,,,
141080,DB-4,"KCTC 52038, CECT 9025",1,Pseudoroseicyclus aestuarii,Bacteria,aerobe,2770939591,1795041,img
,,,,,,obligate aerobe,,,
134212,SW-255,"KCTC 12737, JCM 13603, DSM 110540, CECT 7680, CGMCC 1.7689, CIP 109548",1,Pseudoruegeria aquimaris,Bacteria,aerobe,2890612611,393663,img
,,,,,,obligate aerobe,,,
130631,WM67,"DSM 29328, JCM 18872, KACC 17214",1,Pseudoruegeria haliotis,Bacteria,aerobe,2728369471,1280846,img
13833,HD-43,"DSM 25294, CCUG 57754, KCTC 22690",1,Pseudoruegeria lutimaris,Bacteria,aerobe,2622736598,571298,img
,,,,,,anaerobe,,,
130216,DPVI-TET3,"DSM 24742, CCM 7943",1,Pseudoscardovia radai,Bacteria,anaerobe,2788500239,987066,img
23793,DPTE4,"DSM 24744, CCM 7942, KCTC 15323",1,Pseudoscardovia suis,Bacteria,anaerobe,2731639185,987063,img
,,,,,,,2802429515,987063,img
8042,3-44-a(19),"DSM 45348, BCC 72027, JCM 14710, MTCC 9007",1,Pseudosporangium ferrugineum,Bacteria,aerobe,2728369278,439699,img
,,,,,,obligate aerobe,,,
17065,,"DSM 9442, ATCC 51869, NBRC 107921, NCIMB 13424, SEBR 6459",1,Pseudothermotoga elfii,Bacteria,anaerobe,2558309103,1123383,img
,,,,,,,2558309118,1123383,img
17067,,"DSM 11164, NBRC 106472, SEBR 7054",1,Pseudothermotoga hypogea,Bacteria,anaerobe,2558309119,1123384,img
,,,,,,,2565956526,1123384,img
17070,TMO,"DSM 14385, ATCC BAA-301, NBRC 107922",1,Pseudothermotoga lettingae,Bacteria,anaerobe,641228511,416591,img
17063,LA3,"DSM 5069, NBRC 107925",1,Pseudothermotoga thermarum,Bacteria,anaerobe,2503508007,688269,img
13736,F423,"DSM 16392, IAM 15084, KCTC 12308, NBRC 100514, JCM 21545",1,Pseudovibrio ascidiaceicola,Bacteria,aerobe,2615840717,285279,img
,,,,,,obligate aerobe,,,
23228,Ad2,"DSM 24994, NCIMB 14761",1,Pseudovibrio axinellae,Bacteria,anaerobe,2684622848,989403,img
,,,,,,obligate aerobe,2744054490,989403,img
13737,DN34,"DSM 17465, BCRC 17323, JCM 12308, CIP 108640, IAM 15184, NBRC 100825",1,Pseudovibrio denitrificans,Bacteria,facultative anaerobe,2681812989,1236962,img
,,,,,,obligate aerobe,2693429873,258256,img
13683,"LA33B, BAA-994","DSM 16456, ATCC BAA-994, CIP 108449",1,Pseudovibrio exalbescens,Bacteria,aerobe,2523533556,1122601,img
,,,,,,facultative anaerobe,,,
141084,UST20140214-052,"KCTC 42384, MCCC 1K00452",1,Pseudovibrio stylochi,Bacteria,aerobe,2791355020,1807766,img
17442,"CC 4, CC-CC4, CC-4","DSM 19599, CIP 109513, CCUG 54547",1,Pseudoxanthobacter soli,Bacteria,aerobe,2585428043,1123029,img
,,,,,,obligate aerobe,,,
17502,"B 1616/1, B1616/1","DSM 12573, ATCC BAA-10, CCUG 46890, CIP 107227, CCM 7337, NBRC 101013",1,Pseudoxanthomonas broegbernensis,Bacteria,aerobe,2861528275,83619,img
,,,,,,obligate aerobe,,,
17511,DS-16,"DSM 21858, CIP 108839, KCTC 12543, CCUG 53910",1,Pseudoxanthomonas dokdonensis,Bacteria,aerobe,2713896758,344882,img
,,,,,,obligate aerobe,,,
17509,JA40,"DSM 18571, ATCC BAA-1031, CIP 108476, CCUG 55486",1,Pseudoxanthomonas kalamensis,Bacteria,aerobe,2571042364,1123030,img
,,,,,,obligate aerobe,,,
17510,CB-226,"DSM 22914, ATCC BAA-404, BCRC 17172, CCUG 48041, CIP 108059, CCRC 17172",1,Pseudoxanthomonas taiwanensis,Bacteria,aerobe,2574179701,1123031,img
,,,,,,obligate aerobe,,,
23028,,"DSM 19858, JCM 11733, KCTC 22016, KMM 3531, CECT 7618",1,Pseudozobellia thermophila,Bacteria,aerobe,2622736519,192903,img
5784,HAW-EB21,"DSM 19335, JCM 14977",1,Psychrilyobacter atlanticus,Bacteria,anaerobe,2524614854,1123032,img
158270,NEAU-3TGS17,"DSM 100484, CGMCC 1.15308",1,Psychrobacillus lasiicapitis,Bacteria,aerobe,2890957088,1636719,img
1566,"68E3, 68000","DSM 11713, ATCC BAA-796, CIP 107791, NCIMB 13837",1,Psychrobacillus psychrodurans,Bacteria,obligate aerobe,2675903167,126157,img
1568,3H1,"DSM 11706, CIP 107792, NCIMB 13838",1,Psychrobacillus psychrotolerans,Bacteria,obligate aerobe,2687453787,126156,img
8203,273-4,"DSM 17307, CIP 109905, VKM B-2377",1,Psychrobacter arcticus,Bacteria,aerobe,637000226,259536,img
,,,,,,obligate aerobe,,,
8202,"5, K5","DSM 17306, VKM B-2378, CIP 110990",1,Psychrobacter cryohalolentis,Bacteria,aerobe,637000227,335284,img
,,,,,,obligate aerobe,,,
8176,"14, Lautrop A351, MJT/F5/153, A 351","DSM 7229, ATCC 43116, CCUG 9708, LMG 7091, LMG 7203, NCIB 12350, CCM 4776, JCM 20442, CIP 102557, IAM 12280, IFO 15733, NBRC 15733, NCIMB 12350",1,Psychrobacter immobilis,Bacteria,obligate aerobe,2756170258,498,img
8208,L-1110,"DSM 21542, CCUG 56590, IMMIB L-1110, CIP 110018",1,Psychrobacter lutiphocae,Bacteria,aerobe,2521172648,1123033,img
,,,,,,obligate aerobe,,,
5630,"WS 4520, G 5209","DSM 23581, CCUG 59705, LMG 25857, WCC 4520",1,Psychroflexus halocasei,Bacteria,aerobe,2675903162,908615,img
,,,,,,obligate aerobe,,,
166337,C1,"MCCC 1H00415, KCTC 72796",1,Psychroflexus maritimus,Bacteria,aerobe,2891099238,2714865,img
,,,,,,obligate aerobe,,,
23019,YIM-C238,"DSM 19803, CCTCC AA 207030, KCTC 22166",1,Psychroflexus sediminis,Bacteria,aerobe,2622736510,470826,img
,,,,,,obligate aerobe,,,
5629,"LA1, LA1T","DSM 15496, ATCC BAA-734, CIP 108448",1,Psychroflexus tropicus,Bacteria,aerobe,2518645613,1123035,img
,,,,,,facultative anaerobe,,,
,,,,,,obligate aerobe,,,
133081,AK20-18,"DSM 102047, LMG 29369",1,Psychromicrobium silvestre,Bacteria,aerobe,2821010246,1645614,img
,,,,,,microaerophile,,,
133850,F051-1,"KCTC 23539, JCM 17632",1,Psychroserpens damuponensis,Bacteria,aerobe,2630968917,943936,img
,,,,,,obligate aerobe,,,
134187,,"KCCM 42261, JCM 13413, KOPRI 13649, CIP 109253",1,Psychroserpens mesophilus,Bacteria,aerobe,2654587584,325473,img
,,,,,,obligate aerobe,,,
159736,T8,"CGMCC 1.15924, KCTC 333888",1,Pueribacillus theae,Bacteria,aerobe,2831647163,2171751,img
,,,,,,obligate aerobe,,,
166528,SC2-7,"KACC 19309, NBRC 113102",1,Pulveribacter suum,Bacteria,aerobe,2788500268,2116657,img
,,,,,,obligate aerobe,,,
17650,,"DSM 26450, JCM 14086, KCCM 42343, NBRC 101964, IMCC 1545",1,Puniceicoccus vermicola,Bacteria,facultative anaerobe,2931345547,388746,img
158222,EBR-8-1,"DSM 109488, JCM 30463, KCTC 42353",1,Pusillimonas caeni,Bacteria,aerobe,2839712622,1348472,img
364,,"DSM 25164, JCM 14767, KCTC 22046, DCY 25",1,Allopusillimonas ginsengisoli,Bacteria,aerobe,2891648259,453575,img
365,B201,"DSM 25667, JCM 16917, KACC 14927",1,Pusillimonas harenae,Bacteria,aerobe,2891687248,657015,img
,,,,,,obligate aerobe,,,
362,BN9,"DSM 10065, CCUG 51657, NCIMB 14020, CIP 108767",1,Pusillimonas noertemannii,Bacteria,aerobe,2756170261,305977,img
,,,,,,obligate aerobe,,,
363,MJ07,"DSM 25264, JCM 16386, KCTC 22455",1,Pusillimonas soli,Bacteria,aerobe,2891629496,659016,img
166456,YE3,"KCTC 62737, NBRC 113113",1,Pusillimonas thiosulfatoxidans,Bacteria,aerobe,2836761669,2028345,img
,,,,,,obligate aerobe,,,
133960,E403,"CCTCC AB 2012862, CGMCC 41.12333, KCTC 32192, CGMCC 1.12333",1,Pustulibacterium marinum,Bacteria,aerobe,2663762752,1224947,img
,,,,,,obligate aerobe,,,
17785,W5455,"DSM 21147, CCUG 55836, KCTC 15164, JCM 16336",1,Pyramidobacter piscolens,Bacteria,anaerobe,647000302,352165,img
158527,GYP-11,"CGMCC 1.15125, KCTC 42509",1,Pyruvatibacter mobilis,Bacteria,aerobe,2883336408,1712261,img
,,,,,,,2889425356,1712261,img
5385,SW-46,"DSM 16421, JCM 11808, KCCM 41642, CIP 108097",1,Qipengyuania flava,Bacteria,aerobe,2828320713,192812,img
,,,,,,obligate aerobe,,,
6329,AG-019,"DSM 44889, ATCC BAA-1104, CIP 108941, JCM 16010, NBRC 106147",1,Quadrisphaera granulorum,Bacteria,aerobe,2724679791,317664,img
,,,,,,obligate aerobe,,,
141111,CGI-09,"DSM 29781, JCM 31785",1,Quisquiliibacterium transsilvanicum,Bacteria,aerobe,2861366533,1549638,img
,,,,,,obligate aerobe,,,
166374,SAP-19,"KACC 21744, NBRC 114407",1,Rahnella aceris,Bacteria,aerobe,2895116614,2703885,img
,,,,,,facultative anaerobe,,,
5093,133,"DSM 4594, ATCC 33071, CIP 78.65, CUETM 75.115, NRLL B-24920, CCUG 14185, CIP 78-65, JCM 1683, BCRC 14814, CUETM 77-115, LMG 2794, LMG 7880, NBRC 105701, NCIMB 13365, CUETM 75-115",1,Rahnella aquatilis,Bacteria,aerobe,2506520038,34038,img
,,,,,,facultative anaerobe,2588253797,34038,img
,,,,,,,2818991314,34038,img
5095,WS 21410,"DSM 30078, CIP 110143, LMG 2640",1,Rahnella inusitata,Bacteria,aerobe,2840484463,34038,img
,,,,,,facultative anaerobe,2843294501,34038,img
139619,,"CIP 105588, LMG 27711",1,Rahnella variigena,Bacteria,aerobe,2843303821,574964,img
,,,,,,facultative anaerobe,,,
158700,SPSPC-11,"CECT 9012, LMG 29233",1,Raineya orbicola,Bacteria,aerobe,2786546755,2016530,img
,,,,,,obligate aerobe,,,
133021,LZ-22,"DSM 100494, ATCC TSD-18, JCM 30886",1,Raineyella antarctica,Bacteria,facultative anaerobe,2651870304,1577474,img
,,,,,,obligate aerobe,,,
135388,,"CIP 104062, ATCC 49129",0,Ralstonia insidiosa,Bacteria,obligate aerobe,2721755751,190721,img
2085,"K-288, K 288","DSM 6297, ATCC 27511, CIP 73.23, JCM 5969, NCTC 11149, CCUG 3318, LMG 5942, BCRC 14820, CECT 330, CGMCC 1.1807, IAM 13530, ICPB 3981, NBRC 102503, NCIMB 13142, VTT E-981068",1,Ralstonia pickettii,Bacteria,aerobe,2731957562,1218114,img
,,,,,,obligate aerobe,2859196362,329,img
2083,"60-1, K60","DSM 9544, ATCC 11696, ICMP 5712, ICPB PS 256, LMG 2299, NCPPB 325, CCUG 14272, JCM 10489, LMG 17137, UQRS 426, CIP 104762, NRRL B-3212",1,Ralstonia solanacearum,Bacteria,aerobe,2537561801,1091042,img
141048,THG-YS3.2.7,"KCTC 52083, CCTCC AB 2015357",1,Ramlibacter rhizophilus,Bacteria,aerobe,2881101125,1781167,img
,,,,,,obligate aerobe,,,
5097,"CRCC 13986, V-236, 4245-72","CCUG 15718, DSM 3069, ATCC 33531, CDC 4245-72, IAM 14202, IFO 14939, JCM 7251, NBRC 14939, BCRC 13986, CECT 843, CIP 100751, NCIMB 11885, NCTC 12998, VTT E-981077, CRBIP28.102",1,Klebsiella planticola,Bacteria,aerobe,2588253798,1005996,img
,,,,,,facultative anaerobe,,,
5096,78-120,"DSM 2688, ATCC 33558, CIP 81.36, CCUG 15719, CUETM 78-120",0,Klebsiella planticola,Bacteria,aerobe,2788499846,575,img
,,,,,,facultative anaerobe,,,
154664,,"CCUG 54768, NCTC 9528",0,Klebsiella planticola,Bacteria,aerobe,2857980404,575,img
13531,YLM-32,"DSM 10596, ATCC 51544, CIP 104132, JCM 6350, IFO 16149, IFO 16558, NBRC 101357, NBRC 16149, NBRC 16558",1,Rarobacter incanus,Bacteria,anaerobe,2811994875,153494,img
,,,,,,microaerophile,,,
7486,,"DSM 15933, UCM Ac-618, VKM Ac-1799, CIP 108056, JCM 13576",1,Rathayibacter caricis,Bacteria,obligate aerobe,2791355017,1328867,img
7484,"66-807, NCCPB 2253","DSM 7484, ICMP 3496, NCPPB 2253, VKM Ac-1602, CCUG 23897, LMG 3677, JCM 9308, CECT 4208, CFBP 807, CIP 104037, ICPB CI148, PDDCC 3496",1,Rathayibacter iranicus,Bacteria,obligate aerobe,2846098012,59737,img
7482,CE4,"DSM 7485, ICMP 2574, NCPPB 2980, VKM Ac-1601, JCM 9307, CECT 4210, CFBP 2406, CIP 104036, LMG 7288",1,Rathayibacter rathayi,Bacteria,facultative anaerobe,2814123447,33887,img
,,,,,,,2840627797,33887,img
7485,CT102,"CCUG 23914, LMG 3728, CIP 104038, DSM 7486, ATCC 11403, ICMP 2626, NCPPB 1857, VKM Ac-1603, JCM 9309, CFBP 1385, ICPB CT102, PDDCC 2626",1,Rathayibacter tritici,Bacteria,aerobe,2868629091,33888,img
,,,,,,obligate aerobe,,,
24684,,"DSM 25897, CCTCC AB 2012062, YIM 77974",1,Rehaibacterium terrae,Bacteria,aerobe,2861651007,1341696,img
,,,,,,obligate aerobe,,,
159843,DC003,"KCTC 42867, MCCC 1H00130",1,Reichenbachiella versicolor,Bacteria,aerobe,2882490784,1821036,img
11293,"R 59, R59","DSM 15388, CECT 7363, CIP 108810, KMM 3655",1,Reinekea marinisedimentorum,Bacteria,facultative anaerobe,2675903220,230495,img
166392,SSH23,"KACC 21168, NBRC 113795",1,Reinekea thalattae,Bacteria,aerobe,2890119326,2593301,img
,,,,,,obligate aerobe,,,
7774,Lea-1-74,"DSM 20767, ATCC 33209, JCM 11484, CIP 103036, IFO 15589, IMSNU 21308, LMG 10846, NBRC 15589, NCIMB 2235",1,Renibacterium salmoninarum,Bacteria,obligate aerobe,641228502,288705,img
17881,521,"DSM 23428, CSUR P115",1,Reyranella massiliensis,Bacteria,microaerophile,2551306131,1205680,img
133909,KIS14-15,"KACC 13034, NBRC 108950",1,Reyranella soli,Bacteria,aerobe,2886942716,1230389,img
,,,,,,obligate aerobe,,,
132963,R49,"DSM 105074, JCM 30685, KACC 18395, KEMB 9005-318",1,Rhabdobacter roseus,Bacteria,aerobe,2861391593,1655419,img
140034,"E407-8, E407.8","DSM 22401, CCTCC AB 209089, KACC 14030, CCTCC AB 20908",1,Rheinheimera nanhaiensis,Bacteria,aerobe,2531839457,562729,img
,,,,,,facultative aerobe,,,
2457,,"DSM 17616, CCUG 46544, IAM 15043, JCM 12090, KMM 1406, NBRC 103167, NRIC 0539, CIP 108198, CGMCC 1.7099",1,Rheinheimera pacifica,Bacteria,aerobe,2599185208,173990,img
,,,,,,obligate aerobe,,,
163799,PKS7,"JCM 30460, KCTC 42365",1,Rheinheimera pleomorphica,Bacteria,aerobe,2894060501,2703963,img
,,,,,,obligate aerobe,,,
2456,A62-14B,"DSM 17496, ATCC BAA-1235",1,Rheinheimera texasensis,Bacteria,anaerobe,2565956515,1123055,img
,,,,,,obligate aerobe,,,
133420,GBV016,"CFBP 71465, LMG 24466",1,Rhizobium alamii,Bacteria,aerobe,2739367696,492774,img
133176,,"BR 10423, HAMBI 3664",1,Rhizobium altiplani,Bacteria,aerobe,2744054510,1864509,img
,,,,,,obligate aerobe,,,
132978,Po 20/26,"DSM 100211, LMG 28788",1,Mycoplana azooxidifex,Bacteria,facultative anaerobe,2829954201,1636188,img
,,,,,,obligate aerobe,,,
166529,C5,"CCTCC AB 2018143, LMG 30777",1,Rhizobium chutanense,Bacteria,aerobe,2791355263,2035448,img
13630,L61,"DSM 17795, JCM 21505, BCRC 80436, CCBAU 10050, IAM 15042, KCTC 12121, NBRC 102495, NCIMB 14499",1,Rhizobium daejeonense,Bacteria,aerobe,2738541314,240521,img
,,,,,,obligate aerobe,,,
13633,,"DSM 19331, CCBAU 33202, JCM 14381, LMG 23997, JCM 14831",1,Rhizobium pisi,Bacteria,aerobe,2829836708,573179,img
,,,,,,obligate aerobe,,,
133217,LPU83,"CECT 9014, LMG 29160",1,Rhizobium favelukesii,Bacteria,aerobe,2740891995,348824,img
13648,YC6881,"DSM 21600, KACC 13775",1,Rhizobium halophytocola,Bacteria,aerobe,2738541317,735519,img
,,,,,,obligate aerobe,2913308742,735519,img
24485,1847,"DSM 28449, ATCC BAA-2123, CCGE 501, CIP 110148, HAMBI 3151",1,Rhizobium mesoamericanum,Bacteria,aerobe,2738541345,1079800,img
,,,,,,obligate aerobe,2928367626,1079800,img
133473,5LMG24135,"JCM 14777, CCBAU 25010, LMG 24135",1,Rhizobium mesosinicum,Bacteria,aerobe,2739367594,335017,img
134342,,"LMG 24208, HAMBI 2971, CCBAU 41251",1,Rhizobium miluonense,Bacteria,aerobe,2617270742,411945,img
,,,,,,obligate aerobe,,,
13635,,"DSM 21814, CCBAU 83401, HAMBI 2975, LMG 23946",1,Rhizobium multihospitium,Bacteria,aerobe,2615840698,410764,img
,,,,,,obligate aerobe,,,
24484,SL-1,"DSM 26482, ACCC 11238, KCTC 23288",1,Neorhizobium petrolearium,Bacteria,aerobe,2738541324,515361,img
,,,,,,,2913319810,515361,img
136344,,"CIP 104786, ATCC 15834, JCM 20920, BCRC 15010, BCRC 15762, CCM 4999, CECT 477, IAM 13571, ICMP 8640, LMG 152, NCAIM B.01337, NCPPB 2629",0,Rhizobium rhizogenes,Bacteria,obligate aerobe,2609460070,359,img
23224,JC 85,"DSM 24765, KCTC 23614",1,Rhizobium subbaraonis,Bacteria,facultative anaerobe,2738541330,908946,img
,,,,,,obligate aerobe,,,
132917,PL-41,"DSM 105042, CCTCC AB 2011011, NRRL B-59556",1,Pseudorhizobium tarimense,Bacteria,aerobe,2738541320,1079109,img
,,,,,,obligate aerobe,2928180846,1079109,img
140985,166,"CGMCC 1.15279, DSM 100734",1,Rhizobium wenxiniae,Bacteria,aerobe,2861144075,1737357,img
17878,,"DSM 21034, JCM 15089, KCTC 5806, MFC MfC52, MFC 52",1,Rhizomicrobium electricum,Bacteria,obligate aerobe,2828326373,480070,img
,,,,,,obligate anaerobe,,,
140624,Ndbn-20,"KACC 18661, CCTCC AB 2016143, DSM 107650",1,Rhizorhabdus dicambivorans,Bacteria,obligate aerobe,2775506841,1850238,img
17525,2APBS1,"DSM 23569, JCM 17641",1,Rhodanobacter denitrificans,Bacteria,facultative anaerobe,2506520041,666685,img
,,,,,,obligate aerobe,,,
17515,B39,"DSM 17631, LMG 23181, CIP 109139",1,Rhodanobacter spathiphylli,Bacteria,aerobe,2537561836,1163407,img
,,,,,,obligate aerobe,,,
17518,LCS2,"DSM 18863, KCTC 12771",1,Rhodanobacter thiooxydans,Bacteria,aerobe,2537561839,1163409,img
,,,,,,obligate aerobe,,,
13828,alga-05,"DSM 19920, VKM B-2406",1,Roseinatronobacter bogoriensis subsp. barguzinensis,Bacteria,anaerobe,2593339286,441209,img
,,,,,,obligate aerobe,,,
13823,JA296,"DSM 19945, CCUG 55130, JCM 14887",1,Rhodobacter aestuarii,Bacteria,aerobe,2681813516,453582,img
,,,,,,anaerobe,2740891822,453582,img
13806,,"DSM 1710, ATCC 11166, ATCC 17015, IAM 14232, JCM 21090, NCIB 8254, CCUG 31484, LMG 2962, CCTM 1913, ATH 2.3.1, CGMCC 1.8920, CIP 104408, IFO 16435, NBRC 16435, NCIMB 8254",1,Rhodopseudomonas capsulata,Bacteria,aerobe,2593339278,1061,img
,,,,,,anaerobe,,,
,,,,,,obligate aerobe,,,
13805,37b4,DSM 938,0,Rhodopseudomonas capsulata,Bacteria,anaerobe,2597490355,1061,img
,,,,,,,651716613,1061,img
134339,JA276,"JCM 14794, ATCC BAA-1549, CCUG 55129",1,Rhodobacter maris,Bacteria,aerobe,2739368070,446682,img
,,,,,,facultative anaerobe,,,
13824,JA194,"DSM 18937, JCM 14598, KCTC 5602, UCCCB23",1,Rhodobacter megalophilus,Bacteria,aerobe,2681813553,418630,img
,,,,,,anaerobe,,,
13821,"51, BN 714","DSM 11550, ATCC 35703, CIP 103912, IFO 16458, NBRC 16458",1,Phaeovulum veldkampii,Bacteria,anaerobe,2795385478,1185920,img
,,,,,,obligate aerobe,,,
133800,JA737,"KCTC 15167, MTCC 11105, NBRC 108864",1,Rhodobacter viridis,Bacteria,anaerobe,2740891858,1054202,img
,,,,,,obligate aerobe,,,
166318,TJ48,"CCTCC AB 2019120, KCTC 72510",1,Rhodobacter xinxiangensis,Bacteria,aerobe,2915622301,2530049,img
,,,,,,obligate aerobe,,,
13872,JA173,"DSM 17935, ATCC BAA-1215, JCM 13532, ATCC BAA-1275, CIP 109649",1,Rhodobium gokarnense,Bacteria,facultative anaerobe,2929249989,364296,img
13870,,"DSM 11290, JCM 9337, ATCC 51972, NCIMB 13423",1,Rhodobium orientis,Bacteria,anaerobe,2838101865,34017,img
,,,,,,,2887616557,34017,img
1798,7050,"DSM 137, ATCC 25092, Pfennig 7050, CIP 103962, LMG 4304, NCIMB 11761",1,Rhodoblastus acidophilus,Bacteria,aerobe,2724679731,1074,img
,,,,,,anaerobe,2831495660,1074,img
1799,2751,"DSM 142, Pfennig 2751",0,Rhodoblastus acidophilus,Bacteria,anaerobe,2929245759,1074,img
,,,,,,obligate aerobe,,,
1800,10050,"DSM 145, Pfennig 10050",0,Rhodoblastus acidophilus,Bacteria,anaerobe,2838081316,1074,img
,,,,,,obligate aerobe,,,
1801,RS,"DSM 16996, VKM B-2361",1,Rhodoblastus sphagnicola,Bacteria,aerobe,2831675700,333368,img
,,,,,,anaerobe,2838086310,333368,img
,,,,,,microaerophile,,,
14012,strain Favinger/Gest,"DSM 8284, ATCC 43720, JCM 21060",1,Rhodocista centenaria,Bacteria,anaerobe,2838106681,34018,img
,,,,,,obligate aerobe,,,
132252,,"DSM 102213, CCTCC AB 2014297, KCTC 39118, CFH S0262",1,Rhodococcus agglutinans,Bacteria,aerobe,2866505292,1644129,img
,,,,,,obligate aerobe,,,
10836,"N 744, A-0200, N744, 687","DSM 43347, ATCC 29080, CUB 687, IMET 7375, JCM 3200, NCIB 11211, NCTC 10994, BCRC 13383, CBS 313.75, CCM 2723, CCUG 23572, CECT 5751, CGMCC 4.1813, CIP 104178, IFM 0143, IFM 0164, KCTC 9804, LMG 5357, NBRC 100603, NCIMB 11211, NRRL B-16537, PCM 2174, VKM Ac-571",1,Rhodococcus coprophilus,Bacteria,obligate aerobe,2808606534,38310,img
