"accession","checkm2_completeness","checkm2_contamination","checkm_completeness","checkm_contamination","gc_percentage","genome_size","gtdb_representative","gtdb_taxonomy","Domain","Phylum","Class","Order","Family","Genus","Species","ncbi_assembly_level","ncbi_country","ncbi_genbank_assembly_accession","ncbi_genome_category","ncbi_isolation_source","ncbi_refseq_category","ncbi_species_taxid","ncbi_taxid","Oxygen.tolerance","Oxygen2"
"GB_GCA_000820985.2",99.97,0.1,99.89,0,39.0261562752505,1753809,FALSE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Leuconostoc","s__Leuconostoc citreum","Scaffold","none","GCA_000820985.2","none","none","na",33964,33964,"facultative anaerobe","facultative"
"RS_GCF_000622145.1",99.99,1,99.55,0.61,67.4800859694318,4428895,TRUE,"d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus yeei","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Rhodobacterales","f__Rhodobacteraceae","g__Paracoccus","s__Paracoccus yeei","Scaffold","none","GCA_000622145.1","none","none","na",147645,1446473,"facultative anaerobe","facultative"
"RS_GCF_000383435.1",99.66,0.3,99.06,0,49.0106855167646,2631123,FALSE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__Levilactobacillus parabrevis","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Levilactobacillus","s__Levilactobacillus parabrevis","Scaffold","none","GCA_000383435.1","none","none","na",357278,1267003,"facultative anaerobe","facultative"
"RS_GCF_003944765.1",99.99,0.22,99.85,0,60.279841040745,5113260,TRUE,"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__Hymenobacter perfusus","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","f__Hymenobacteraceae","g__Hymenobacter","s__Hymenobacter perfusus","Contig","Portugal","GCA_003944765.1","none","water from uranium mine","representative genome",1236770,1236770,"facultative anaerobe","facultative"
"RS_GCF_900475485.1",100,0.11,99.85,0,38.5825854517348,1863040,FALSE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pyogenes","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus pyogenes","Complete Genome","none","GCA_900475485.1","none","not available: to be reported later","na",1314,1314,"facultative anaerobe","facultative"
"RS_GCF_000014525.1",99.99,0.27,99.46,0,46.5751925658058,2924325,FALSE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus paracasei","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lacticaseibacillus","s__Lacticaseibacillus paracasei","Complete Genome","none","GCA_000014525.1","none","none","na",1597,321967,"facultative anaerobe","facultative"
"RS_GCF_001454865.1",99.99,0.65,99.45,0,38.2459408353199,2839870,FALSE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes_D","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Listeriaceae","g__Listeria","s__Listeria monocytogenes_D","Complete Genome","United Kingdom: England","GCA_001454865.1","none","England","na",1639,1639,"facultative anaerobe","facultative"
"RS_GCF_000754995.1",100,0.17,100,0,37.8797089880561,3973583,FALSE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Proteus;s__Proteus vulgaris","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Proteus","s__Proteus vulgaris","Scaffold","none","GCA_000754995.1","none","none","na",585,585,"facultative anaerobe","facultative"
"RS_GCF_000014465.1",99.99,0.12,99.06,0,46.0582473160735,2340228,FALSE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__Levilactobacillus brevis","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Levilactobacillus","s__Levilactobacillus brevis","Complete Genome","none","GCA_000014465.1","none","none","na",1580,387344,"facultative anaerobe","facultative"
"RS_GCF_000735455.1",100,0.27,100,0.98,54.7730588557928,4853440,TRUE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yokenella;s__Yokenella regensburgei","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Yokenella","s__Yokenella regensburgei","Contig","Germany","GCA_000735455.1","none","insect intestine","na",158877,911023,"facultative anaerobe","facultative"
"RS_GCF_000301055.1",97.94,0.12,96.99,1.64,38.8670674422232,1766666,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Falseniella;s__Falseniella ignava","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Aerococcaceae","g__Falseniella","s__Falseniella ignava","Scaffold","none","GCA_000301055.1","none","biological product [ENVO:02000043]","na",137730,883112,"facultative anaerobe","facultative"
"RS_GCF_000156615.2",99.96,0.28,99.16,0,59.5366447676533,2601426,FALSE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium tuberculostearicum","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium tuberculostearicum","Scaffold","none","GCA_000156615.2","none","biological product [ENVO:02000043]","na",38303,525264,"facultative anaerobe","facultative"
"RS_GCF_000159175.1",100,2.95,99.38,0.31,39.9940865123745,3144656,FALSE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lentilactobacillus;s__Lentilactobacillus hilgardii","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lentilactobacillus","s__Lentilactobacillus hilgardii","Scaffold","none","GCA_000159175.1","none","biological product [ENVO:02000043]","na",1588,525310,"facultative anaerobe","facultative"
"RS_GCF_000175195.1",100,0.07,99.89,0.8,39.2680961742722,2425264,TRUE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_A;s__Haemophilus_A minor","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Pasteurellaceae","g__Haemophilus_A","s__Haemophilus_A minor","Contig","none","GCA_000175195.1","none","none","representative genome",51047,637911,"facultative anaerobe","facultative"
"GB_GCA_000188315.1",100,0.5,99.43,0,39.3588887417336,2141837,FALSE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus dysgalactiae","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus dysgalactiae","Chromosome","none","GCA_000188315.1","none","none","na",1334,663952,"facultative anaerobe","facultative"
"RS_GCF_000301035.1",98.86,0.2,100,0,38.9888782429635,1897623,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Facklamia;s__Facklamia hominis","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Aerococcaceae","g__Facklamia","s__Facklamia hominis","Scaffold","none","GCA_000301035.1","none","biological product [ENVO:02000043]","representative genome",178214,883111,"facultative anaerobe","facultative"
"RS_GCF_000245795.1",99.02,0.21,98.06,0.56,43.8621414677805,1717767,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Facklamia;s__Facklamia languida","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Aerococcaceae","g__Facklamia","s__Facklamia languida","Scaffold","none","GCA_000245795.1","none","biological product [ENVO:02000043]","representative genome",82347,883113,"facultative anaerobe","facultative"
"RS_GCF_001019065.2",100,0.99,99.4,1.51,32.8615826073332,3012396,FALSE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus","d__Bacteria","p__Bacillota","c__Bacilli","o__Staphylococcales","f__Staphylococcaceae","g__Staphylococcus","s__Staphylococcus aureus","Contig","Japan","GCA_001019065.2","none","Purulent sputum; cardio thoracic surgery","na",1280,1280,"facultative anaerobe","facultative"
"RS_GCF_001019435.2",100,0.58,99.51,0.08,32.8773557375637,2878504,FALSE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus","d__Bacteria","p__Bacillota","c__Bacilli","o__Staphylococcales","f__Staphylococcaceae","g__Staphylococcus","s__Staphylococcus aureus","Complete Genome","Japan","GCA_001019435.2","none","Isolated from pus and debrided tissue at surgical incision in sternum","na",1280,1280,"facultative anaerobe","facultative"
"GB_GCA_000412575.2",95.96,8.78,98.07,5.39,56.8068569939202,5524870,FALSE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Klebsiella","s__Klebsiella pneumoniae","Contig","none","GCA_000412575.2","none","none","na",573,1205678,"facultative anaerobe","facultative"
"RS_GCF_002949675.1",99.99,1.45,98.68,0.04,50.9808649591489,4578459,FALSE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Escherichia","s__Escherichia coli","Complete Genome","none","GCA_002949675.1","none","none","na",622,622,"facultative anaerobe","facultative"
"RS_GCF_016765635.1",100,1.53,99.76,0,44.9884370252424,4872901,TRUE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella schlegeliana","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Shewanellaceae","g__Shewanella","s__Shewanella schlegeliana","Scaffold","Japan","GCA_016765635.1","none","intestine","representative genome",190308,190308,"facultative anaerobe","facultative"
"RS_GCF_023283845.1",100,0.12,99.81,0.04,42.6238824708679,4879403,TRUE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella marinintestina","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Shewanellaceae","g__Shewanella","s__Shewanella marinintestina","Contig","Japan","GCA_023283845.1","none","intestine","representative genome",190305,190305,"facultative anaerobe","facultative"
"RS_GCF_000526675.1",97.5,0.14,98.36,0,34.5925046222756,1666387,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Atopobacter;s__Atopobacter phocae","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Aerococcaceae","g__Atopobacter","s__Atopobacter phocae","Contig","none","GCA_000526675.1","none","not provided; submitted under MIGS 2.1","representative genome",136492,1336234,"facultative anaerobe","facultative"
"RS_GCF_000173915.1",99.96,1.36,98.08,0.86,30.8756116297323,1916192,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Gemellaceae;g__Gemella;s__Gemella haemolysans","d__Bacteria","p__Bacillota","c__Bacilli","o__Staphylococcales","f__Gemellaceae","g__Gemella","s__Gemella haemolysans","Contig","none","GCA_000173915.1","none","biological product [ENVO:02000043]","na",1379,546270,"facultative anaerobe","facultative"
"GB_GCA_000477555.1",98.87,1.47,99.24,1.39,59.2417015505524,2775399,FALSE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__Rhodoglobus vestalii","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Actinomycetales","f__Microbacteriaceae","g__Rhodoglobus","s__Rhodoglobus vestalii","Contig","none","GCA_000477555.1","none","Antarctica: Wright Valley; McMurdo","na",191389,1348338,"facultative anaerobe","facultative"
"RS_GCF_001567095.1",99.76,0.37,99.03,0.65,36.8007900657916,2048451,FALSE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__Lactobacillus crispatus","Contig","Japan","GCA_001567095.1","none","none","na",47770,47770,"facultative anaerobe","facultative"
"RS_GCF_900636305.1",100,0.14,99.91,0.04,50.7957352560751,4603981,FALSE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Escherichia","s__Escherichia coli","Complete Genome","none","GCA_900636305.1","none","not available: to be reported later","na",562,562,"facultative anaerobe","facultative"
"RS_GCF_900636175.1",100,0.1,99.93,0.14,50.7574341546304,4943400,FALSE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Escherichia","s__Escherichia coli","Complete Genome","United Kingdom: London","GCA_900636175.1","none","not available: to be reported later","na",562,562,"facultative anaerobe","facultative"
"RS_GCF_000307025.1",99.99,0.64,99.45,0,37.9925841984819,2951805,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes_B","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Listeriaceae","g__Listeria","s__Listeria monocytogenes_B","Complete Genome","none","GCA_000307025.1","none","none","na",1639,882095,"facultative anaerobe","facultative"
"RS_GCF_000695485.1",100,0.03,99.81,0.45,59.8101145654713,5029875,FALSE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia marcescens","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Serratia","s__Serratia marcescens","Contig","USA","GCA_000695485.1","none","none","na",615,615,"facultative anaerobe","facultative"
"RS_GCF_000018285.1",100,0.87,99.68,0.04,44.6619542722396,5174581,TRUE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella pealeana","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Shewanellaceae","g__Shewanella","s__Shewanella pealeana","Complete Genome","none","GCA_000018285.1","none","none","representative genome",70864,398579,"facultative anaerobe","facultative"
"RS_GCF_001454845.1",99.97,0.72,99.45,0,37.993379801598,2942510,FALSE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes_B","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Listeriaceae","g__Listeria","s__Listeria monocytogenes_B","Complete Genome","United Kingdom: England","GCA_001454845.1","none","England","na",1639,1639,"facultative anaerobe","facultative"
"RS_GCF_000238315.3",100,1.15,100,1.86,43.2877462633781,5488279,TRUE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas piscicida","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Alteromonadaceae","g__Pseudoalteromonas","s__Pseudoalteromonas piscicida","Chromosome","USA: Florida","GCA_000238315.4","none","red tide waters","na",43662,43662,"facultative anaerobe","facultative"
"RS_GCF_900186575.1",93.92,0.35,94.95,1.5,32.3715503808899,2519631,FALSE,"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium psychrophilum","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Flavobacteriales","f__Flavobacteriaceae","g__Flavobacterium","s__Flavobacterium psychrophilum","Contig","none","GCA_900186575.1","none","none","na",96345,96345,"facultative anaerobe","facultative"
"RS_GCF_003610915.1",100,0.32,100,0.79,51.9845764076647,5499108,TRUE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Rahnella;s__Rahnella variigena","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Rahnella","s__Rahnella variigena","Contig","USA","GCA_003610915.1","none","none","representative genome",574964,574964,"facultative anaerobe","facultative"
"RS_GCF_000487295.3",100,0.08,99.71,0.04,52.1825803015987,4801679,FALSE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Salmonella","s__Salmonella enterica","Complete Genome","none","GCA_000487295.3","none","none","na",28901,938142,"facultative anaerobe","facultative"
"RS_GCF_002934045.1",100,0,95.6,0.67,43.0111453760838,3611929,FALSE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio gangliei","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Vibrionaceae","g__Vibrio","s__Vibrio gangliei","Scaffold","China: Xiamen","GCA_002934045.1","none","sawdust bed in a pigpen","na",2077090,2077090,"facultative anaerobe","facultative"
"RS_GCF_017883985.1",100,0.05,99.65,0.19,44.3872053699074,2141351,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oricebi","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus oricebi","Scaffold","Japan: Nasu World Monkey Park; Tochigi","GCA_017883985.1","none","oral cavity of tufted capuchin","representative genome",1547447,1547447,"facultative anaerobe","facultative"
"RS_GCF_014197015.1",99.49,0.09,99.17,0.98,64.3991331162305,4801105,TRUE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Niveibacterium;s__Niveibacterium umoris","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Rhodocyclaceae","g__Niveibacterium","s__Niveibacterium umoris","Contig","none","GCA_014197015.1","none","none","representative genome",1193620,1193620,"facultative anaerobe","facultative"
"GB_GCA_000953535.1",99.99,0.32,100,0.82,37.2951441227003,2808926,FALSE,"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Proteiniphilum;s__Proteiniphilum massiliensis","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Dysgonomonadaceae","g__Proteiniphilum","s__Proteiniphilum massiliensis","Complete Genome","none","GCA_000953535.1","none","none","na",1562970,1562970,"facultative anaerobe","facultative"
"RS_GCF_002093625.1",100,0.98,99.56,0.69,50.7778268726074,5281376,TRUE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Rouxiella;s__Rouxiella silvae","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Rouxiella","s__Rouxiella silvae","Scaffold","Germany: Baden","GCA_002093625.1","none","peat bog soil","representative genome",1646373,1646373,"facultative anaerobe","facultative"
